location,price,precio_estimado,diferencia_pct,sobrevaluado,subvaluado,m2,recamaras,banos,Lujo,Amueblado,colonia
"Del Paseo Residencial, Monterrey",50000,48884.3232478177,2.2822792217586945,False,False,111.0,3.0,2.0,1,0,Del Paseo Residencial
"Lomas de Valle Alto, Monterrey",34000,35344.62260360088,-3.8043201611774804,False,False,84.0,2.0,2.0,0,0,Lomas de Valle Alto
"Miravalle, Monterrey",35000,34020.66120417096,2.8786589124522153,False,False,165.0,2.0,2.0,1,0,Miravalle
"Rincón de La Primavera 2 Sector, Monterrey",15000,15015.275382582351,-0.10173228391182527,False,False,70.0,2.0,1.0,0,1,Rincón de La Primavera 2 Sector
"Mitras Centro, Monterrey",12500,12634.812325919882,-1.066991122957316,False,False,36.0,1.0,1.0,0,1,Mitras Centro
"Dinastía , Monterrey",23000,23316.75897649826,-1.3585034558942368,False,False,86.0,2.0,1.0,1,0,Dinastía
"Monterrey, Nuevo León",21600,22102.330071412453,-2.272747125707688,False,False,,,,0,1,Monterrey
"Centro, Monterrey",21500,20758.70139776418,3.571025894305998,False,False,47.0,2.0,1.0,0,0,Centro
"Monterrey, Nuevo León",16300,16172.544849951253,0.7880958206100201,False,False,32.0,1.0,1.0,1,0,Monterrey
"Centro, Monterrey",18000,17966.520059207913,0.18634627452481367,False,False,49.0,1.0,1.0,1,0,Centro
"Dinastía , Monterrey",27500,27834.146145073282,-1.2004900144293702,False,False,151.0,2.0,2.0,1,0,Dinastía
"Centro, Monterrey",30000,26973.26893387436,11.221224515077308,False,False,85.0,2.0,1.0,0,1,Centro
"Tecnológico, Monterrey",10400,11272.379447630896,-7.739088731742817,False,False,38.0,1.0,1.0,0,1,Tecnológico
"Estanza Residencial, Monterrey",25000,25529.9164852085,-2.075668698389687,False,False,66.0,1.0,,1,0,Estanza Residencial
"Altavista Invernadero, Monterrey",20000,19849.47672092578,0.7583236635932784,False,False,,,,0,1,Altavista Invernadero
"Centro, Monterrey",25500,25145.138936709267,1.411251153489047,False,False,63.0,2.0,2.0,0,1,Centro
"Obispado, Monterrey",35000,34863.274886921165,0.39217518584327654,False,False,146.0,2.0,2.0,0,1,Obispado
"Monterrey, Nuevo León",31000,32207.620607178545,-3.7494871847484035,False,False,189.0,3.0,3.0,1,0,Monterrey
"Centro, Monterrey",28500,28863.990540121198,-1.2610541138282598,False,False,85.0,2.0,2.0,1,1,Centro
"Dinastía , Monterrey",38000,31907.557786598725,19.09404114895976,False,False,150.0,2.0,2.0,1,1,Dinastía
"Contry, Monterrey",18500,18209.211356421692,1.5969315632978112,False,False,45.0,1.0,1.0,0,1,Contry
"Mitras Centro, Monterrey",18000,19056.283121895136,-5.542965095231485,False,False,56.0,1.0,,1,0,Mitras Centro
"Balcones de las Mitras, Monterrey",14000,14416.490073206549,-2.8889838725766364,False,False,90.0,2.0,2.0,0,1,Balcones de las Mitras
"Centro, Monterrey",15000,13962.56087955217,7.43014930711697,False,False,38.0,1.0,1.0,0,0,Centro
"Ladrillera, Monterrey",22700,23409.096991972412,-3.0291514115883236,False,False,59.0,1.0,1.0,1,1,Ladrillera
"Contry Sur, Monterrey",29000,29328.39459153736,-1.1197155388522912,False,False,113.0,3.0,2.0,1,1,Contry Sur
"San Jemo 3 Sector, Monterrey",30000,30386.510200207777,-1.27197956481733,False,False,123.0,2.0,3.0,1,1,San Jemo 3 Sector
"Monterrey, Nuevo León",40000,40224.44180844178,-0.5579737054167764,False,False,183.0,3.0,2.0,1,1,Monterrey
"Cumbres 5to Sector, Monterrey",27000,26817.138532935423,0.6818828445846136,False,False,180.0,3.0,3.0,0,1,Cumbres 5to Sector
"Monterrey, Nuevo León",28000,28311.505258094025,-1.100277979762195,False,False,87.0,2.0,2.0,1,0,Monterrey
"Centro, Monterrey",17000,16770.297013499094,1.3697013613772553,False,False,59.0,2.0,1.0,1,0,Centro
"Eugenio Garza Sada, Monterrey",32000,31765.86373630937,0.7370687780889948,False,False,73.0,,,1,1,Eugenio Garza Sada
"Monterrey, Nuevo León",25000,25782.961092848498,-3.0367384491988023,False,False,85.0,2.0,2.0,1,0,Monterrey
"Monterrey, Nuevo León",32000,33333.434631427626,-4.00029173762499,False,False,99.0,2.0,2.0,1,0,Monterrey
"Monterrey Centro, Monterrey",18400,18715.459689318086,-1.6855567245197605,False,False,217.0,2.0,2.0,0,0,Monterrey Centro
"Country Naranjo, Monterrey",7000,7236.72009835658,-3.2710965069705784,False,False,40.0,1.0,1.0,0,1,Country Naranjo
"Acero, Monterrey",23000,22348.363350256364,2.9158137422898154,False,False,76.0,2.0,2.0,1,0,Acero
"Tecnológico, Monterrey",11800,14739.329417133597,-19.942083753937954,False,False,40.0,1.0,1.0,1,1,Tecnológico
"Tecnológico, Monterrey",30000,26822.04339015237,11.84830165107558,False,False,25.0,1.0,1.0,1,1,Tecnológico
"Monterrey, Nuevo León",36000,35023.63538840342,2.787730630384142,False,False,98.0,3.0,2.0,1,1,Monterrey
"Monterrey, Nuevo León",25000,25006.12416488133,-0.0244906601316929,False,False,60.0,1.0,1.0,1,1,Monterrey
"Centro, Monterrey",24000,23917.93130884318,0.34312620977582553,False,False,70.0,3.0,2.0,1,1,Centro
"Roma, Monterrey",23500,23248.928030122494,1.0799292318003002,False,False,80.0,2.0,2.0,1,0,Roma
"Centro, Monterrey",33000,32522.41542225033,1.4684781912690519,False,False,85.0,,,1,1,Centro
"Las Torres, Monterrey",31000,31231.995773433766,-0.7428144365692559,False,False,161.0,3.0,3.0,1,1,Las Torres
"Centro, Monterrey",23000,23283.542215113437,-1.2177795478618747,False,False,52.0,1.0,1.0,1,0,Centro
"Del Paseo Residencial, Monterrey",24500,25260.528267206206,-3.010737776982839,False,False,122.0,2.0,2.0,0,0,Del Paseo Residencial
"Colonial La Silla, Monterrey",14500,15639.870516337167,-7.288234996232711,False,False,,,,0,1,Colonial La Silla
"Dinastía , Monterrey",26000,26607.491405371115,-2.283159265621273,False,False,100.0,2.0,2.0,1,1,Dinastía
"Mitras Norte, Monterrey",21500,21300.295425049095,0.937567160294186,False,False,50.0,1.0,1.0,1,1,Mitras Norte
"Colonial La Silla, Monterrey",18000,17076.057356920355,5.410749236592379,False,False,,,,1,1,Colonial La Silla
"Alfonso Reyes, Monterrey",22000,22452.161274137707,-2.0138875211917533,False,False,1.0,2.0,1.0,1,1,Alfonso Reyes
"Colinas de San Jerónimo, Monterrey",31500,30890.02018474999,1.9746824754460695,False,False,126.0,2.0,2.0,1,0,Colinas de San Jerónimo
"Francisco I Madero, Monterrey",18000,17923.228034499803,0.4283378270500204,False,False,55.0,2.0,2.0,1,0,Francisco I Madero
"Del Paseo Residencial, Monterrey",28000,28601.92744057839,-2.1044995720268096,False,False,120.0,2.0,2.0,1,1,Del Paseo Residencial
"Monterrey Centro, Monterrey",30000,29821.065344847037,0.6000277088822469,False,False,70.0,2.0,2.0,1,1,Monterrey Centro
"Monterrey, Nuevo León",16200,16560.272961530794,-2.175525502313288,False,False,,,,0,1,Monterrey
"Tecnológico, Monterrey",25000,24084.173571270923,3.802606828168398,False,False,46.0,1.0,1.0,1,1,Tecnológico
"Rincón de La Primavera 2 Sector, Monterrey",20000,20628.636757767817,-3.047398454631769,False,False,90.0,3.0,2.0,0,1,Rincón de La Primavera 2 Sector
"Centro, Monterrey",36000,35974.978072226775,0.06955369847061059,False,False,94.0,3.0,2.0,0,1,Centro
"Centro, Monterrey",22300,21994.38571467156,1.3895104382232288,False,False,76.0,2.0,2.0,0,0,Centro
"Monterrey, Nuevo León",12500,12682.18066125283,-1.4365089578753385,False,False,,,,0,0,Monterrey
"Centro, Monterrey",29000,29791.31141467209,-2.6561818768487426,False,False,75.0,2.0,2.0,1,1,Centro
"Colinas de San Jerónimo, Monterrey",26000,26331.041110242477,-1.2572275773543402,False,False,100.0,2.0,2.0,1,0,Colinas de San Jerónimo
"Contry Sur, Monterrey",29000,29148.245183289884,-0.5085904223657011,False,False,113.0,3.0,2.0,1,1,Contry Sur
"Centrika 1 Sector , Monterrey",17500,17824.638482168182,-1.8212906954211243,False,False,97.0,2.0,2.0,1,0,Centrika 1 Sector
"Ladrillera, Monterrey",22500,22337.80043847446,0.7261214548508936,False,False,60.0,1.0,1.0,1,0,Ladrillera
"Eugenio Garza Sada, Monterrey",29500,28520.08269078594,3.4358852316043373,False,False,130.0,2.0,2.0,1,1,Eugenio Garza Sada
"Cumbres 5to Sector, Monterrey",16000,17191.972665707926,-6.933309451366811,False,False,190.0,1.0,1.0,0,1,Cumbres 5to Sector
"Centro, Monterrey",21500,21900.971500578675,-1.8308388765680104,False,False,75.0,2.0,2.0,1,0,Centro
"Centro, Monterrey",25000,25312.290639627314,-1.2337510029156011,False,False,76.0,,,1,0,Centro
"Roma, Monterrey",23800,22755.25971865766,4.591203503099235,False,False,80.0,2.0,2.0,1,0,Roma
"Ladrillera, Monterrey",40000,39352.82568346425,1.6445434483950794,False,False,120.0,2.0,2.0,0,0,Ladrillera
"Del Paseo Residencial, Monterrey",55000,54928.91128259841,0.12941949101421382,False,False,124.0,3.0,2.0,1,1,Del Paseo Residencial
"Centro, Monterrey",18000,19273.498766076948,-6.607512115643566,False,False,90.0,2.0,2.0,1,1,Centro
"Ladrillera, Monterrey",28000,30290.08934556852,-7.560523574036804,False,False,86.0,2.0,2.0,0,0,Ladrillera
"Contry, Monterrey",42000,42437.110932654854,-1.0300204774743567,False,False,134.0,4.0,2.0,1,1,Contry
"San Jerónimo, Monterrey",29000,29757.03740371127,-2.544061740557726,False,False,132.0,3.0,2.0,1,0,San Jerónimo
"Altavista Invernadero, Monterrey",21000,20883.79721354694,0.5564255641099711,False,False,90.0,2.0,1.0,0,1,Altavista Invernadero
"Privada Fundadores, Monterrey",58000,48485.71915496007,19.622851864138276,False,False,140.0,2.0,3.0,0,1,Privada Fundadores
"Regina, Monterrey",19000,18402.920847955324,3.2444803571005716,False,False,30.0,1.0,1.0,0,0,Regina
"Centro, Monterrey",16500,18465.695438949566,-10.645120003459702,False,False,100.0,2.0,2.0,1,0,Centro
"San Jerónimo, Monterrey",45000,31667.34323587642,42.10222709500559,True,False,269.0,1.0,3.0,0,1,San Jerónimo
"Cumbres 3er Sector, Monterrey",25000,24881.48372749647,0.47632317188768647,False,False,131.0,2.0,,1,1,Cumbres 3er Sector
"Mitras Centro, Monterrey",12500,12801.892745113963,-2.3581883642103194,False,False,100.0,2.0,1.0,0,1,Mitras Centro
"Colinas de San Jerónimo, Monterrey",29000,29216.233329642262,-0.7401136457343244,False,False,92.0,2.0,2.0,1,0,Colinas de San Jerónimo
"Tecnológico, Monterrey",28500,28511.04133365885,-0.038726518367517525,False,False,137.0,2.0,2.0,1,1,Tecnológico
"Centro, Monterrey",24000,23911.28874534713,0.3710015616374166,False,False,50.0,1.0,1.0,1,1,Centro
"San Jerónimo, Monterrey",24000,30105.966216066743,-20.28158197031442,False,True,80.0,2.0,2.0,1,1,San Jerónimo
"Colinas del Valle , Monterrey",30000,29596.93243254255,1.3618558895457218,False,False,110.0,2.0,2.0,1,1,Colinas del Valle
"Colinas de San Jerónimo, Monterrey",45000,44610.12309069485,0.8739651054369678,False,False,154.0,3.0,2.0,1,0,Colinas de San Jerónimo
"Colonial La Silla, Monterrey",14500,17305.976275980658,-16.21391495766196,False,False,,,,1,1,Colonial La Silla
"Del Norte, Monterrey",19000,18685.07680311346,1.6854262907501867,False,False,70.0,3.0,2.0,0,0,Del Norte
"Mitras Norte, Monterrey",21000,18426.2614772205,13.967773799157726,False,False,56.0,2.0,1.0,0,0,Mitras Norte
"Centro, Monterrey",19500,19669.5824217155,-0.8621556781412768,False,False,1.0,2.0,2.0,0,1,Centro
"Bosques de las Cumbres, Monterrey",14000,14089.232665545329,-0.6333394277996696,False,False,180.0,2.0,1.0,0,0,Bosques de las Cumbres
"Cumbres, Monterrey",14100,13939.054937604995,1.1546339627430917,False,False,150.0,3.0,2.0,0,0,Cumbres
"Monterrey Centro, Monterrey",20000,20014.96783199638,-0.07478319286854286,False,False,52.0,,,1,0,Monterrey Centro
"Rincón de las Colinas, Monterrey",14500,14632.29400856716,-0.9041234989517168,False,False,90.0,2.0,2.0,0,0,Rincón de las Colinas
"Monterrey, Nuevo León",26000,26692.639693836492,-2.5948714768604453,False,False,56.0,1.0,1.0,1,1,Monterrey
"Monterrey, Nuevo León",29000,29334.660513262992,-1.1408364965112958,False,False,90.0,2.0,2.0,1,0,Monterrey
"Del Paseo Residencia, Monterrey",25000,25268.975661804256,-1.064450199343974,False,False,100.0,1.0,1.0,1,0,Del Paseo Residencia
"Ciudad Satélite, Monterrey",19000,18928.226480414825,0.37918776838093754,False,False,160.0,3.0,1.0,0,0,Ciudad Satélite
"Deportivo Obispado, Monterrey",23000,22278.952390848455,3.2364520400327716,False,False,34.0,1.0,1.0,0,1,Deportivo Obispado
"Ladrillera, Monterrey",26000,29219.0440223441,-11.016938199218512,False,False,,,,1,1,Ladrillera
"Centro, Monterrey",12500,13487.846973827714,-7.323978213458138,False,False,36.0,1.0,1.0,1,1,Centro
"Centro, Monterrey",27000,27352.69434969807,-1.2894318387393684,False,False,78.0,2.0,2.0,1,1,Centro
"Nuevo Repueblo, Monterrey",18000,17992.930410462945,0.03929092913594801,False,False,130.0,2.0,2.0,0,1,Nuevo Repueblo
"Villa Florida, Monterrey",8500,11871.80222065193,-28.401772182376966,False,True,40.0,1.0,1.0,0,0,Villa Florida
"Mitras Centro, Monterrey",13000,14029.01271061633,-7.334890429157817,False,False,121.0,2.0,2.0,0,0,Mitras Centro
"Privada Fundadores 1 Sector, Monterrey",58000,57243.62140730533,1.3213325329521262,False,False,140.0,2.0,1.0,1,1,Privada Fundadores 1 Sector
"Maria Luisa, Monterrey",29000,28254.009315035524,2.6403002725970395,False,False,,,,1,0,Maria Luisa
"Villa Mitras, Monterrey",8000,7913.944868186189,1.0873860413123464,False,False,80.0,1.0,1.0,0,1,Villa Mitras
"Centro, Monterrey",20000,27226.563244761845,-26.5423262561505,False,True,,,,1,1,Centro
"Obispado, Monterrey",29500,30473.777797775983,-3.195461370880807,False,False,113.0,2.0,2.0,1,0,Obispado
"Mitras Norte, Monterrey",20000,19788.778192544953,1.0673817524248224,False,False,55.0,1.0,1.0,1,0,Mitras Norte
"Tecnológico, Monterrey",14000,16576.904881496528,-15.545150918811876,False,False,100.0,2.0,2.0,0,0,Tecnológico
"San Jerónimo, Monterrey",48000,47502.081095124166,1.0482044015687202,False,False,160.0,3.0,3.0,1,0,San Jerónimo
"Centro, Monterrey",21000,21479.13808260317,-2.230713731438062,False,False,67.0,1.0,1.0,1,1,Centro
"Centro, Monterrey",20000,19604.431943539497,2.017748117363122,False,False,40.0,1.0,1.0,1,1,Centro
"Centro, Monterrey",18000,17949.35322698134,0.2821648912815851,False,False,35.0,1.0,1.0,1,1,Centro
"Centro, Monterrey",23500,23553.515493678024,-0.22720809423284466,False,False,60.0,2.0,2.0,1,1,Centro
"Las Cumbres 1 Sector, Monterrey",18500,18841.28193218139,-1.8113519738721866,False,False,125.0,2.0,2.0,0,1,Las Cumbres 1 Sector
"Santa María, Monterrey",30000,32079.997970218992,-6.483784606688343,False,False,104.0,2.0,2.0,1,0,Santa María
"El Milagro, Monterrey",17000,17338.701807092995,-1.9534438671437189,False,False,68.0,,,0,1,El Milagro
"Dinastía , Monterrey",23000,23400.37786518229,-1.710988888679518,False,False,86.0,1.0,1.0,1,0,Dinastía
"Colinas de San Jerónimo, Monterrey",7600,7908.234367736645,-3.897638251518621,False,False,9.0,1.0,1.0,0,0,Colinas de San Jerónimo
"Centro, Monterrey",22000,29383.623371634836,-25.128362415516587,False,True,98.0,2.0,2.0,0,1,Centro
"Centro, Monterrey",18000,17874.527344785667,0.7019634857697965,False,False,35.0,1.0,1.0,1,1,Centro
"Centro, Monterrey",30000,28927.90843547147,3.706080468693444,False,False,150.0,2.0,2.0,0,1,Centro
"Monterrey Centro, Monterrey",15000,15618.941250815336,-3.9627606050635893,False,False,38.0,1.0,1.0,0,1,Monterrey Centro
"Contry Tesoro, Monterrey",8500,12012.84118400254,-29.242384296902042,False,True,1.0,1.0,1.0,0,1,Contry Tesoro
"Centro, Monterrey",21600,20765.702865595482,4.017668652029004,False,False,50.0,2.0,2.0,1,0,Centro
"Mitras Norte, Monterrey",18500,18428.100388544448,0.39016290306431906,False,False,54.0,1.0,1.0,1,0,Mitras Norte
"Barrio Mirasol , Monterrey",4500,9235.384594065936,-51.274362706113926,False,True,35.0,1.0,1.0,0,0,Barrio Mirasol
"Monterrey, Nuevo León",28500,28672.35141879328,-0.601106676867506,False,False,,,,1,1,Monterrey
"Centro, Monterrey",15500,16050.712171699399,-3.4310762401584523,False,False,34.0,1.0,1.0,1,0,Centro
"Centro, Monterrey",23000,21491.70144428705,7.018050942234209,False,False,44.0,1.0,1.0,1,1,Centro
"Monterrey Centro, Monterrey",23600,29169.717907028327,-19.09417816373989,False,False,75.0,2.0,2.0,1,0,Monterrey Centro
"Chepevera, Monterrey",23000,20581.11958111716,11.7529097936058,False,False,,,,0,0,Chepevera
"Dinastía , Monterrey",26000,25457.74283244042,2.1300284598231896,False,False,64.0,1.0,1.0,1,1,Dinastía
"Industrial, Monterrey",13000,15813.519944373775,-17.79186388780434,False,False,54.0,2.0,2.0,1,0,Industrial
"Del Paseo Residencial, Monterrey",11500,11526.011801490547,-0.22567911553919795,False,False,100.0,2.0,1.0,0,0,Del Paseo Residencial
"Del Carmen, Monterrey",19000,19303.612485442303,-1.5728272916339918,False,False,50.0,1.0,1.0,0,1,Del Carmen
"Centrika 1 Sector , Monterrey",23000,22785.03959312832,0.943427839978427,False,False,96.0,2.0,2.0,1,1,Centrika 1 Sector
"Obispado, Monterrey",36000,36012.25952644213,-0.03404264715223126,False,False,117.0,2.0,2.0,1,1,Obispado
"Mitras Centro, Monterrey",24000,23868.55891700286,0.5506871338742862,False,False,60.0,2.0,2.0,1,1,Mitras Centro
"Tecnológico, Monterrey",28000,27138.516036182442,3.1743959863869646,False,False,50.0,1.0,1.0,1,1,Tecnológico
"Monterrey Centro, Monterrey",19000,18525.31555039089,2.56235554162582,False,False,49.0,1.0,1.0,1,0,Monterrey Centro
"Monterrey, Nuevo León",22000,22590.708201535093,-2.614828168578413,False,False,60.0,1.0,1.0,1,1,Monterrey
"Torres de Satélite, Monterrey",7500,7417.388152656624,1.1137592592318069,False,False,45.0,1.0,1.0,0,0,Torres de Satélite
"Centro, Monterrey",33999,33809.42137360586,0.560727213575267,False,False,100.0,3.0,2.0,1,0,Centro
"Lomas del Vergel, Monterrey",23500,23565.7623696371,-0.2790589525838191,False,False,110.0,2.0,2.0,0,0,Lomas del Vergel
"Centro, Monterrey",35000,28876.754715119252,21.20475567732252,True,False,115.0,2.0,2.0,1,0,Centro
"Centro, Monterrey",15500,15864.781188635887,-2.2993143384617465,False,False,38.0,1.0,1.0,0,1,Centro
"Santa María, Monterrey",36000,37267.936741739904,-3.402218777300385,False,False,145.0,2.0,3.0,0,0,Santa María
"Centro, Monterrey",15000,20413.027032607864,-26.517512684233797,False,True,105.0,2.0,2.0,0,0,Centro
"Tecnológico, Monterrey",24000,23742.86554469188,1.082996720948068,False,False,90.0,2.0,2.0,0,0,Tecnológico
"Jardín de las Torres, Monterrey",41000,40391.49081377799,1.506528167102061,False,False,116.0,3.0,2.0,0,0,Jardín de las Torres
"Centro, Monterrey",20000,22976.603314258646,-12.95493190854476,False,False,53.0,2.0,2.0,1,0,Centro
"Puerta de Hierro Cumbres, Monterrey",17500,17681.525030069668,-1.026636728228825,False,False,100.0,2.0,2.0,1,1,Puerta de Hierro Cumbres
"Monterrey, Nuevo León",30000,28503.39871092889,5.2506064425828525,False,False,75.0,2.0,2.0,0,1,Monterrey
"Centro, Monterrey",21500,21931.655215901796,-1.9681834847960729,False,False,47.0,2.0,1.0,1,1,Centro
"Tecnológico, Monterrey",12000,11697.731955367273,2.5839884670466997,False,False,120.0,2.0,2.0,0,0,Tecnológico
"San Jerónimo, Monterrey",32000,32552.73294291575,-1.6979617161023606,False,False,187.0,3.0,4.0,1,0,San Jerónimo
"Monterrey, Nuevo León",23000,23128.634746612803,-0.5561709457651465,False,False,91.0,2.0,,1,1,Monterrey
"Centro, Monterrey",17000,16662.411058371727,2.026050974529632,False,False,38.0,1.0,1.0,0,1,Centro
"Buenos Aires, Monterrey",24000,25269.3002076789,-5.023092041516778,False,False,70.0,2.0,2.0,1,0,Buenos Aires
"La Florida, Monterrey",18500,19112.335274678633,-3.2038747012244913,False,False,100.0,3.0,2.0,0,1,La Florida
"Privada Fundadores 1 Sector, Monterrey",41000,41582.00004338061,-1.3996441796292587,False,False,144.0,2.0,2.0,1,0,Privada Fundadores 1 Sector
"Monterrey Centro, Monterrey",23500,25201.21432985053,-6.750525223046341,False,False,60.0,2.0,1.0,1,1,Monterrey Centro
"Loma Larga, Monterrey",16500,16023.111282211275,2.9762554187473094,False,False,130.0,2.0,2.0,0,0,Loma Larga
"Lomas del Vergel, Monterrey",23000,22559.07796729901,1.9545215160838476,False,False,100.0,2.0,2.0,0,0,Lomas del Vergel
"Centro, Monterrey",12000,12865.45839473793,-6.726992293503585,False,False,35.0,1.0,1.0,1,1,Centro
"Del Prado, Monterrey",11000,11153.85467477488,-1.3793856855857396,False,False,145.0,4.0,3.0,0,1,Del Prado
"Del Paseo Residencial, Monterrey",55000,54568.5470122561,0.7906624078647242,False,False,110.0,3.0,2.0,1,1,Del Paseo Residencial
"Residencial Raúl Rangel Frías, Monterrey",35000,35262.40867621773,-0.7441598179727019,False,False,140.0,2.0,2.0,1,0,Residencial Raúl Rangel Frías
"Cumbres, Monterrey",10500,10986.26994495359,-4.426160538472409,False,False,80.0,,,0,0,Cumbres
"Tecnológico, Monterrey",33000,33642.46929610266,-1.9096972057787887,False,False,110.0,2.0,2.0,1,1,Tecnológico
"Cumbres Campanario, Monterrey",14000,13573.09627830313,3.145219874254368,False,False,100.0,2.0,2.0,0,0,Cumbres Campanario
"Balcones de Mederos, Monterrey",12500,13500.532181536324,-7.4110573426481485,False,False,75.0,1.0,1.0,0,1,Balcones de Mederos
"Tecnológico, Monterrey",12000,12756.407041493156,-5.929624533246449,False,False,110.0,2.0,2.0,0,0,Tecnológico
"San Jerónimo, Monterrey",34000,33857.554901446536,0.42071879959464586,False,False,100.0,2.0,2.0,1,0,San Jerónimo
"Obispado, Monterrey",24100,23342.68431006379,3.2443384825699235,False,False,75.0,1.0,1.0,0,1,Obispado
"Centro, Monterrey",21500,22069.5080775319,-2.5805200348425257,False,False,60.0,2.0,2.0,1,1,Centro
"Valle de los Cedros, Monterrey",17500,18491.06282703628,-5.3596855751699675,False,False,97.0,2.0,2.0,1,1,Valle de los Cedros
"Obispado, Monterrey",32000,31320.258812672313,2.1702923701660497,False,False,113.0,2.0,2.0,1,0,Obispado
"Tecnológico, Monterrey",9800,13333.143618328932,-26.498954181157668,False,True,25.0,1.0,1.0,0,1,Tecnológico
"Santa María, Monterrey",38000,38473.477922078346,-1.230660568398045,False,False,140.0,3.0,2.0,1,0,Santa María
"Tecnológico, Monterrey",25000,25544.492555389275,-2.1315457890135323,False,False,56.0,1.0,1.0,1,0,Tecnológico
"Centro, Monterrey",21600,21985.799492223294,-1.7547667182162596,False,False,60.0,2.0,1.0,1,1,Centro
"Vista Hermosa, Monterrey",20000,21196.983384572464,-5.64695156313445,False,False,167.0,2.0,3.0,0,1,Vista Hermosa
"San Jerónimo, Monterrey",26500,27915.145634426233,-5.0694545998750264,False,False,95.0,2.0,2.0,1,0,San Jerónimo
"Altamira, Monterrey",11500,11660.757511063332,-1.378619793017823,False,False,90.0,3.0,2.0,0,1,Altamira
"Colinas del Huajuco, Monterrey",29000,29359.20797744418,-1.2234934188965514,False,False,134.0,3.0,2.0,1,0,Colinas del Huajuco
"Valle del Mirador, Monterrey",15000,14932.318828166082,0.4532529248321038,False,False,130.0,2.0,2.0,0,1,Valle del Mirador
"Dinastía , Monterrey",24000,23932.468795553195,0.2821739997812192,False,False,90.0,1.0,1.0,1,0,Dinastía
"Centro, Monterrey",19000,19359.975829536546,-1.8593816061864565,False,False,60.0,2.0,1.0,0,1,Centro
"Valle de los Cedros, Monterrey",22000,20751.17404986562,6.018097805615318,False,False,150.0,3.0,3.0,0,1,Valle de los Cedros
"Centro, Monterrey",27000,28501.076052211047,-5.266734664548207,False,False,78.0,2.0,2.0,1,1,Centro
"Monterrey Centro, Monterrey",25000,25054.414733091722,-0.21718620718707707,False,False,75.0,1.0,1.0,1,1,Monterrey Centro
"Dinastía , Monterrey",25000,22108.804197464284,13.07712428367028,False,False,69.0,1.0,1.0,1,1,Dinastía
"Regina, Monterrey",19000,19943.68683998851,-4.731757209987626,False,False,,,,1,1,Regina
"Cumbres 2do Sector, Monterrey",13500,13218.731197801046,2.1278048398907132,False,False,85.0,2.0,1.0,0,1,Cumbres 2do Sector
"Centro, Monterrey",21000,20658.103284432418,1.6550247177107937,False,False,42.0,1.0,1.0,1,1,Centro
"Colinas de San Jerónimo, Monterrey",22500,21354.295969187533,5.3652156571475,False,False,120.0,1.0,1.0,0,1,Colinas de San Jerónimo
"Chepevera, Monterrey",14000,14207.736114512725,-1.4621338180720411,False,False,1.0,2.0,1.0,0,0,Chepevera
"San Jerónimo, Monterrey",18000,18733.20986562161,-3.9139574631423244,False,False,50.0,,,1,1,San Jerónimo
"Ladrillera, Monterrey",45000,45680.55460845343,-1.4898124908656183,False,False,140.0,3.0,2.0,1,1,Ladrillera
"Jardín de las Torres, Monterrey",27000,37203.632674482906,-27.42644183099178,False,True,90.0,2.0,2.0,1,0,Jardín de las Torres
"Centro, Monterrey",17800,19128.70105416434,-6.946112286464322,False,False,32.0,1.0,1.0,0,1,Centro
"Santa María, Monterrey",35000,34223.030790050965,2.2703109339308103,False,False,74.0,1.0,1.0,1,1,Santa María
"Obispado, Monterrey",29500,31445.353324711537,-6.186457199648537,False,False,113.0,2.0,2.0,1,0,Obispado
"Jardines del Paseo, Monterrey",30000,30652.26690012186,-2.127956481154309,False,False,130.0,3.0,2.0,1,1,Jardines del Paseo
"Privada Cumbres, Monterrey",11000,13102.57027416773,-16.047006275654454,False,False,74.0,2.0,2.0,0,0,Privada Cumbres
"San Jemo 1 Sector, Monterrey",40000,39825.751230527305,0.4375278910975813,False,False,145.0,3.0,2.0,1,0,San Jemo 1 Sector
"Loma Larga, Monterrey",18500,15835.987675869374,16.822520821925153,False,False,60.0,1.0,1.0,0,1,Loma Larga
"Centro, Monterrey",18000,17518.501345730085,2.7485150970820604,False,False,36.0,1.0,1.0,0,0,Centro
"Santa María, Monterrey",20000,20583.55601862688,-2.835059297328402,False,False,114.0,2.0,2.0,1,1,Santa María
"Centro, Monterrey",32500,31853.472878095796,2.029691156058503,False,False,90.0,3.0,2.0,0,0,Centro
"Del Paseo Residencial, Monterrey",30000,46480.974617047774,-35.45746351670317,False,True,128.0,2.0,2.0,1,0,Del Paseo Residencial
"Satélite 6 Sector Acueducto, Monterrey",20000,19434.6438122764,2.909012345091073,False,False,73.0,2.0,1.0,0,0,Satélite 6 Sector Acueducto
"San Jerónimo, Monterrey",14000,15313.792657231532,-8.579146176509894,False,False,115.0,2.0,2.0,0,1,San Jerónimo
"Centrika, Monterrey",13000,14188.396673895064,-8.375834854417134,False,False,120.0,2.0,2.0,1,1,Centrika
"Centro, Monterrey",25000,25164.853573694683,-0.6550945079490069,False,False,82.0,3.0,2.0,1,1,Centro
"Monterrey, Nuevo León",21500,22105.899766270166,-2.740896198193505,False,False,85.0,2.0,2.0,1,0,Monterrey
"Centro, Monterrey",16500,16737.05647891339,-1.4163570470832267,False,False,24.0,1.0,1.0,0,1,Centro
